gene_id,chromosome,geneStart,geneEnd,targetsTSS,controlTSS,utr3Segment,target5utr,control5utr,utr3segs.distalSegment,cdsexons,strand,tissue,geneType
FBgn0262699,X,4667290,4681037,4679537-4680037,4677533-4678033,4667291-4669137,4679265-4679537,4677355-4677533,4667291-4668820,4668904-4676572,-,control,non.dominant
FBgn0003159,X,2344949,2367856,2366356-2366856,2354268-2354768,2344950-2349247,2365906-2366356,2353704-2354268,2344950-2348877,2348945-2349613,-,control,non.dominant
FBgn0004655,X,2149936,2160483,2158983-2159490,,2149937-2158990,2158293-2158983,,2149937-2151152,,-,control,non.dominant
FBgn0023531,X,1673110,1694268,1692547-1693047,1692768-1693268,1673084-1677317,1692376-1692547,1692376-1692768,1673084-1673110,1677135-1691357,-,control,non.dominant
FBgn0040344,X,922889,929082,927582-928082,,922753-926633,926696-927582,,922753-922889,,-,control,non.dominant
FBgn0264449,X,808217,929475,909194-909694,884464-884964,808201-810957,908750-909194,884395-884464,808201-810957,811027-894305,-,control,non.dominant
FBgn0025639,X,648483,657533,656033-656533,654938-655438,648484-656033,655380-656033,654865-654938,648484-653238,653370-654096,-,control,non.dominant
FBgn0052816,X,316576,472226,334801-335301,,284016-317928,334667-334801,,284016-316391,,-,control,non.dominant
FBgn0052017,4,1137830,1163658,1146529-1147029,1162158-1162658,1137831-1140901,1146470-1146529,1161766-1162158,1137831-1140000,1140487-1145321,-,control,non.dominant
FBgn0039928,4,1112874,1124857,1123357-1123857,1122965-1123465,1115080-1116079,1123223-1123357,1122828-1122965,1115080-1115894,1115956-1121622,-,control,non.dominant
FBgn0264607,4,1035288,1055203,1053703-1054203,1051378-1051878,1035181-1047575,1053498-1053703,1051259-1051378,1035181-1035288,1037476-1050759,-,control,non.dominant
FBgn0039923,4,778516,790478,787614-788114,,778289-787026,787452-787614,,778289-781669,,-,control,non.dominant
FBgn0051992,4,649041,664603,659983-660483,660608-661108,648980-660608,659560-659983,660429-660608,648980-651030,652305-658508,-,control,non.dominant
FBgn0039908,4,469409,490494,481970-482470,483803-484303,465476-481704,481811-481970,483501-483803,465476-480762,472578-481704,-,control,non.dominant
FBgn0259214,4,328193,360417,358657-359157,358917-359417,328817-354966,358550-358657,358632-358917,328817-329428,330271-355481,-,control,non.dominant
FBgn0011224,3R,31846987,32017020,32015520-32016020,31937392-31937892,31846974-31851987,32014360-32015520,31936690-31937392,31846974-31846987,31852098-31979619,-,control,non.dominant
FBgn0039858,3R,31596642,31614164,31610978-31611478,31609815-31610315,31596643-31602230,31610881-31610978,31609320-31609815,31596643-31599348,31600389-31603073,-,control,non.dominant
FBgn0261618,3R,28318162,28337940,28328283-28328783,28326241-28326741,28318163-28323486,28328159-28328283,28326054-28326241,28318163-28321279,28321373-28334707,-,control,non.dominant
FBgn0266579,3R,27639886,27658496,27656795-27657295,27647187-27647687,27634905-27646243,27656206-27656795,27647099-27647187,27634905-27639871,27641842-27647608,-,control,non.dominant
FBgn0051064,3R,27229505,27240585,27239085-27239585,27238114-27238614,27229469-27237846,27238525-27239085,27237973-27238114,27229469-27230444,27230568-27237846,-,control,non.dominant
FBgn0039487,3R,27108467,27113770,27112270-27112770,27111825-27112325,27108344-27109058,27111271-27112270,27110134-27111825,27108344-27108467,27109127-27110647,-,control,non.dominant
FBgn0039464,3R,26949692,26959991,26958491-26958991,26953254-26953754,26949683-26951009,26958208-26958491,26953004-26953254,26949683-26950568,26950638-26956589,-,control,non.dominant
FBgn0000064,3R,26254069,26263091,26261412-26261912,26258279-26258779,26254070-26259830,26261158-26261412,26257225-26258279,26254070-26255431,26256474-26258041,-,control,non.dominant
FBgn0051092,3R,25698727,25741965,25720117-25720617,25740465-25740965,25698649-25701455,25719966-25720117,25740245-25740465,25698649-25700026,25699848-25739622,-,control,non.dominant
FBgn0029157,3R,24938710,24946456,24944956-24945456,24943895-24944395,24938711-24941781,24944418-24944956,24943590-24943895,24938711-24939804,24939873-24943521,-,control,non.dominant
FBgn0039209,3R,24557368,24584364,24582864-24583364,24572495-24572995,24557322-24562942,24582713-24582864,24571291-24572495,24557322-24560317,24560382-24576518,-,control,non.dominant
FBgn0011225,3R,24252826,24272733,24271233-24271733,24259488-24259988,24252827-24253764,24270899-24271233,24259396-24259488,24252827-24253598,24253663-24259249,-,control,non.dominant
FBgn0011725,3R,24196893,24223465,24221965-24222465,24201486-24201986,24196881-24221440,24221793-24221965,24200542-24201486,24196881-24199213,24199275-24220563,-,control,non.dominant
FBgn0005649,3R,24043056,24049765,24047990-24048490,24047012-24047512,24042983-24047990,24047819-24047990,24046938-24047012,24042983-24044145,24044197-24046491,-,control,non.dominant
FBgn0020647,3R,23997538,24033327,24031827-24032327,24006578-24007078,23997539-23998768,24031712-24031827,24005688-24006578,23997539-23998768,23998830-24031031,-,control,non.dominant
FBgn0004882,3R,23260610,23282356,23280856-23281356,23270285-23270785,23260589-23266665,23280431-23280856,23269751-23270285,23260589-23266225,23266280-23279558,-,control,non.dominant
FBgn0262975,3R,23185580,23228211,23191120-23191654,23226711-23227211,23185643-23223120,23190840-23191120,23226441-23226711,23185643-23187803,23187877-23223120,-,control,non.dominant
FBgn0038984,3R,22543693,22549346,22547708-22548210,22547198-22547698,22543579-22547710,22547659-22547708,22546087-22546273,22543579-22544557,22544615-22547123,-,control,non.dominant
FBgn0013759,3R,21783400,21824174,21808689-21809189,21822674-21823174,21783391-21787105,21807599-21808689,21822483-21822674,21783391-21783400,21786930-21821023,-,control,non.dominant
FBgn0011766,3R,21620304,21662371,21633073-21633573,21632693-21633193,21620305-21621696,21632133-21633073,21632133-21632693,21620305-21621696,21622812-21645543,-,control,non.dominant
FBgn0011672,3R,21051383,21062300,21060653-21061153,21060800-21061300,21051328-21055415,21060282-21060653,21060745-21060800,21051328-21052242,21055345-21058468,-,control,non.dominant
FBgn0016917,3R,20535323,20553811,20551107-20551607,20552311-20552811,20534282-20540454,20550721-20551107,20552081-20552311,20534282-20534529,20534610-20542092,-,control,non.dominant
FBgn0038745,3R,19897372,19905189,19903665-19904165,19903235-19903735,19897373-19900095,19902841-19903665,19902841-19903235,19897373-19897645,19899153-19901810,-,control,non.dominant
FBgn0038740,3R,19865417,19877178,19875678-19876178,19875224-19875724,19865410-19869348,19875398-19875678,19875169-19875224,19865410-19865417,19867575-19874527,-,control,non.dominant
FBgn0038720,3R,19616024,19634218,19627758-19628258,19623476-19623976,19616025-19617759,19627444-19627758,19623316-19623476,19616025-19616884,19617253-19619380,-,control,non.dominant
FBgn0038683,3R,19154097,19161378,19156812-19157312,19159878-19160378,19153864-19155797,19156659-19156812,19159610-19159878,19153864-19155797,19155865-19156546,-,control,non.dominant
FBgn0051122,3R,18406064,18414374,18412874-18413374,18411631-18412131,18405923-18408440,18412762-18412874,18409498-18411631,18405923-18408213,18408275-18409871,-,control,non.dominant
FBgn0038603,3R,18303279,18315907,18314407-18314907,18310819-18311319,18302850-18306803,18314191-18314407,18310801-18310819,18302850-18302967,18304132-18309536,-,control,non.dominant
FBgn0010877,3R,18288866,18300379,18298879-18299379,18291767-18292267,18288778-18291503,18298124-18298879,18291655-18291767,18288778-18289707,18289766-18291503,-,control,non.dominant
FBgn0038535,3R,17673732,17684015,17682515-17683015,17679287-17679787,17673733-17678178,17682457-17682515,17679144-17679287,17673733-17674823,17674889-17678178,-,control,non.dominant
FBgn0038504,3R,17395199,17404015,17401454-17401954,17402515-17403015,17393273-17399601,17401311-17401454,17399019-17402515,17393273-17396236,17393673-17399601,-,control,non.dominant
FBgn0014141,3R,17091533,17126889,17098807-17099307,17095547-17096047,17091534-17104391,17098562-17098807,17095364-17095547,17091534-17092224,17092287-17119154,-,control,non.dominant
FBgn0000014,3R,16807214,16831549,16830049-16830549,,16807111-16810061,16828921-16830049,,16807111-16807627,,-,control,non.dominant
FBgn0022344,3R,16613398,16615891,16613398-16613898,16614391-16614891,16597074-16614047,16613309-16613398,16614104-16614391,16597074-16597755,16597815-16613250,-,control,non.dominant
FBgn0026059,3R,16068523,16100261,16083070-16083570,16098761-16099261,16068524-16070481,16082864-16083070,16098631-16098761,16068524-16070036,16069863-16097620,-,control,non.dominant
FBgn0026737,3R,15362796,15365357,15363786-15364286,15367665-15368165,15362797-15365345,15363377-15363786,15367147-15367665,15362797-15363097,15363152-15366596,-,control,non.dominant
FBgn0266064,3R,15141843,15149031,15147531-15148031,15145471-15145971,15139008-15145239,15147475-15147531,15145318-15145471,15139008-15139773,15139915-15145239,-,control,non.dominant
FBgn0266756,3R,14804092,14876988,14873451-14873951,14811610-14812110,14804064-14807331,14873164-14873451,14811502-14811610,14804064-14804092,14807390-14860067,-,control,non.dominant
FBgn0086686,3R,14642672,14657216,14655197-14655697,14655716-14656216,14642673-14645397,14655158-14655197,14655460-14655716,14642673-14645188,14645296-14649368,-,control,non.dominant
FBgn0038233,3R,14509049,14513212,14511460-14511960,14511712-14512212,14508988-14510151,14510819-14511460,14510819-14511712,14508988-14510151,14510236-14510750,-,control,non.dominant
FBgn0264493,3R,13967061,14033557,14032057-14032557,13983363-13983863,13967012-13970439,14031573-14032057,13981634-13983363,13967012-13967061,13969397-14026944,-,control,non.dominant
FBgn0040076,3R,13710017,13713335,13710823-13711323,13711835-13712335,13709130-13710153,13710723-13710823,13711645-13711835,13709130-13709382,13709441-13711571,-,control,non.dominant
FBgn0038147,3R,13389059,13396697,13393081-13393581,13395197-13395697,13389060-13395197,13392831-13393081,13395061-13395197,13389060-13389759,13390048-13391945,-,control,non.dominant
FBgn0000024,3R,13222951,13261017,13258777-13259277,13259517-13260017,13222952-13229770,13258303-13258777,13259453-13259517,13222952-13223378,13232679-13258425,-,control,non.dominant
FBgn0265276,3R,11765038,11780628,11778352-11778852,11771550-11772050,11764900-11769000,11777474-11778352,11771397-11771550,11764900-11769000,11769058-11778621,-,control,non.dominant
FBgn0017581,3R,11750931,11765957,11764457-11764957,11760079-11760579,11750917-11764457,11763484-11764457,11759554-11760079,11750917-11755111,11755177-11756492,-,control,non.dominant
FBgn0262081,3R,11633278,11652206,11650706-11651206,11646973-11647473,11633019-11634996,11650085-11650706,11642276-11646973,11633019-11634996,11635058-11643205,-,control,non.dominant
FBgn0051363,3R,11590386,11621406,11619906-11620406,11604754-11605254,11590387-11593766,11619704-11619906,11604586-11604754,11590387-11591307,11591501-11604283,-,control,non.dominant
FBgn0037912,3R,11559896,11568554,11562296-11562796,11567054-11567554,11559878-11564711,11562201-11562296,11566918-11567054,11559878-11560792,11560852-11561205,-,control,non.dominant
FBgn0267376,3R,10863355,10870142,10868642-10869142,10868290-10868790,10863356-10866976,10868439-10868642,10867972-10868290,10863356-10863825,10866529-10872185,-,control,non.dominant
FBgn0001235,3R,10507561,10641068,10614276-10614776,10639568-10640068,10507559-10585928,10612985-10614276,10638624-10639568,10507559-10511537,10511759-10613800,-,control,non.dominant
FBgn0004889,3R,10126129,10141272,10134482-10134982,10139772-10140272,10126130-10129433,10133215-10134482,10139327-10139772,10126130-10129433,10128630-10135064,-,control,non.dominant
FBgn0028734,3R,10101420,10111621,10109985-10110485,10110121-10110621,10101357-10104796,10109816-10109985,10109816-10110121,10101357-10101374,10103673-10109071,-,control,non.dominant
FBgn0037715,3R,9571911,9575711,9573615-9574115,9573986-9574486,9571794-9573289,9573354-9573615,9573803-9573986,9571794-9571794,9573249-9577366,-,control,non.dominant
FBgn0037705,3R,9535625,9553306,9551806-9552308,9551338-9551838,9535617-9539290,9551766-9551806,9551316-9551338,9535617-9535625,9539363-9549810,-,control,non.dominant
FBgn0037697,3R,9456815,9462152,9460652-9461152,9458846-9459346,9456816-9458533,9460271-9460652,9458595-9458846,9456816-9458125,9458203-9458772,-,control,non.dominant
FBgn0037686,3R,9400237,9402726,9401202-9401702,9401020-9401520,9400168-9401022,9401196-9401202,9400942-9401020,9400168-9400878,9400942-9401022,-,control,non.dominant
FBgn0003165,3R,9066343,9239182,9237682-9238182,9157950-9158450,9066304-9237682,9237615-9237682,9157118-9157950,9066304-9071437,9071507-9234664,-,control,non.dominant
FBgn0262614,3R,8827068,8933396,8857661-8858161,8846289-8846789,8827069-8834074,8857051-8857661,8846161-8846289,8827069-8828318,8828835-8881339,-,control,non.dominant
FBgn0263231,3R,8654975,8662261,8660422-8660922,8660761-8661261,8654976-8657843,8659963-8660422,8659963-8660761,8654976-8655906,8655978-8658387,-,control,non.dominant
FBgn0014863,3R,7112850,7119232,7117732-7118232,7116692-7117216,7094597-7117732,7117651-7117732,7116652-7116716,7094597-7095515,7095580-7102097,-,control,non.dominant
FBgn0260642,3R,6896253,7000728,6932840-6933340,,6896248-6898538,6931519-6932840,,6896248-6897665,,-,control,non.dominant
FBgn0027608,3R,5758680,5782576,5777792-5778292,5771898-5772398,5754933-5761717,5777590-5777792,5771630-5771898,5754933-5755334,5755403-5777125,-,control,non.dominant
FBgn0013576,3R,5270116,5351943,5350010-5350510,5283379-5283879,5270103-5294855,5349468-5350010,5282665-5283379,5270103-5270116,5274149-5336635,-,control,non.dominant
FBgn0259212,3R,5170004,5218956,5198298-5198798,5217456-5217956,5169880-5173995,5197940-5198298,5216933-5217456,5169880-5173032,5174056-5203434,-,control,non.dominant
FBgn0026620,3R,4733654,4750556,4739547-4740047,4746414-4746914,4732823-4744665,4739511-4739547,4745842-4746414,4732823-4732942,4735165-4744665,-,control,non.dominant
FBgn0051523,3R,4465421,4480707,4479106-4479606,4471603-4472103,4464813-4473188,4479062-4479106,4468464-4471279,4464813-4464956,4467294-4473188,-,control,non.dominant
FBgn0051522,3R,4441415,4464383,4462883-4463383,4453316-4453816,4441329-4447954,4462627-4462883,4453192-4453316,4441329-4443055,4443902-4447954,-,control,non.dominant
FBgn0037138,3L,21836665,21842856,21840127-21840627,21841356-21841856,21835932-21838144,21840051-21840127,21841231-21841356,21835932-21837723,21837777-21839831,-,control,non.dominant
FBgn0037120,3L,21724326,21730306,21728673-21729173,21728806-21729306,21724095-21728673,21728451-21728673,21728287-21728806,21724095-21725495,21725555-21728392,-,control,non.dominant
FBgn0037070,3L,21301785,21306158,21304467-21304967,21304045-21304545,21302076-21304091,21304388-21304467,21303910-21304045,21302076-21302159,21303808-21304091,-,control,non.dominant
FBgn0036958,3L,20233173,20243403,20241518-20242018,20241903-20242403,20233550-20240532,20241319-20241518,20241845-20241903,20233550-20233948,20234008-20240532,-,control,non.dominant
FBgn0262518,3L,19867488,19872578,19871078-19871578,19869558-19870058,19867489-19868645,19870381-19871078,19869368-19869558,19867489-19868645,19868724-19869428,-,control,non.dominant
FBgn0036875,3L,19492053,19499223,19496704-19497204,19497723-19498223,19488838-19493126,19496551-19496704,19496551-19497723,19488838-19492053,19493500-19494918,-,control,non.dominant
FBgn0036862,3L,19281364,19294266,19292524-19293024,19288569-19289069,19281365-19285413,19291480-19292524,19288392-19288569,19281365-19285100,19285224-19285413,-,control,non.dominant
FBgn0016797,3L,19140975,19236873,19170648-19171148,19235373-19235873,19142124-19146473,19169844-19170648,19234805-19235373,19142124-19146473,19160619-19232572,-,control,non.dominant
FBgn0001078,3L,18750607,18802809,18765744-18766244,18801309-18801809,18750484-18753118,18763329-18765744,18800108-18801309,18750484-18753118,18753018-18798855,-,control,non.dominant
FBgn0036793,3L,18600150,18619443,18602064-18602564,,18600151-18616445,18601856-18602064,,18600151-18600368,,-,control,non.dominant
FBgn0036735,3L,17525333,17531361,17529861-17530361,,17525334-17527280,17528909-17529861,,17525334-17527280,,-,control,non.dominant
FBgn0260943,3L,17058774,17239712,17147969-17148469,17238212-17238712,17058778-17078198,17147107-17147969,17237832-17238212,17058778-17065476,17066625-17236062,-,control,non.dominant
